content_id,value,context_code
2390,Seiko I Infotech Inc.,division_of
2390,Seiko Instruments,also_known_as
2390,Seiko Instruments Inc,formerly_known_as
2390,"Seiko I Techno Research Co., Ltd.",division_of
2390,SII,also_known_as
2390,SII Crystal Technology Inc.,division_of
2390,SII Data Service Corp.,division_of
2390,SII Micro Parts,merged_into
2390,SII Mobile Communications Inc.,division_of
2390,SII Network Systems Inc.,division_of
2390,SII Printek Inc.,division_of
2390,SII Semiconductor Corporation,formerly_known_as
2390,SII Semiconductor Corporation,previous_name_value
2390,"Tono Seiki Co., Ltd.",division_of
2391,Semikron,short_name
2391,SindoPower GmbH,division_of
2392,Semtech,short_name
2392,Sierra Monolithics,acquired_by
2392,Triune Systems,acquired_by
2392,Usar Systems,acquired_by
2392,Xemics,acquired_by
2393,Airpax,brand_of
2393,Sensata Pressure Sensors,division_of
2393,Sensata Technologies,also_known_as
2394,Sensirion,short_name
2395,Sensory,short_name
2396,Senstronics,short_name
2397,Sensym,short_name
2398,Sequoia Publishing,also_known_as
2399,Serpac,short_name
2400,Sahrp,mis-spelling
2400,Sharp,short_name
2400,Sharp Corporation,division_of
2401,Shure,short_name
2402,Siba,short_name
2403,Bewator (Keypads),acquired_by
2403,Controlotron,acquired_by
2403,Furnas Electric Company,acquired_by
2403,Rolm Systems,acquired_by
2403,RuggedCom,acquired_by
2403,Siemens,short_name
2404,Signal Transformer,also_known_as
2405,CMD Technology Inc,acquired_by
2405,Silicon Image,also_known_as
2406,Integration Associates,acquired_by
2406,SiLabs,also_known_as
2406,Silicon Laboratories,also_known_as
2406,Silicon Labs,also_known_as
2406,Spectralinear Inc,acquired_by
2408,Advanced AnalogicTech,acquired_by
2408,Advanced Analogic Technologies Inc (AATI),acquired_by
2408,Alpha Industries,acquired_by
2408,SiGe Semiconductor,acquired_by
2408,Skyworks,short_name
2409,Smart Cable,short_name
2410,SMC Networks,also_known_as
2411,Smec,short_name
2411,Surface Mountable Electronic Components,also_known_as
2412,Soberton,short_name
2413,Softec Microsystems Srl,also_known_as
2414,Song Chuan,short_name
2415,pixim,formerly_known_as
2415,Sony,short_name
2415,SONY Corporation,division_of
2416,Souriau,short_name
2416,SOURIAU,formerly_known_as
2416,SOURIAU,previous_name_value
2417,DZUS,brand_of
2417,Southco,short_name
2418,Spaenaur,short_name
2419,Spansion,short_name
2420,SPC Technology,also_known_as
2421,Specialty Electronics,also_known_as
2422,Spectronics,short_name
2423,Spectrum,short_name
2424,API Technologies Corp,formerly_known_as
2424,API Technologies Corp Electromagnetic Integrated Solution,previous_name_value
2424,Filtran Group,acquired_by
2424,Keytronics,acquired_by
2424,RTI Electronics,acquired_by
2424,Spectrum Control,formerly_known_as
2424,Spectrum Control,also_known_as
2425,Sprague-Goodman,also_known_as
2426,Square D,short_name
2427,Squires Electronics,also_known_as
2428,Novocell Semiconductor,division_of
2428,SST,also_known_as
2428,SST,short_name
2428,SSTI,acronym
2429,Staco,short_name
2430,Stancor,short_name
2431,Standard Crystal,also_known_as
2432,BridgeCO,acquired_by
2432,Microchip Technology,acquired_by
2432,Smart Mixed Signal Connectivity,also_known_as
2432,Standard Microsystems,also_known_as
2433,Aeroscout,brand_of
2433,Best,brand_of
2433,BEST,brand_of
2433,BLACK+DECKER,brand_of
2433,BOSTITCH,brand_of
2433,Compo-Cast,trademark_of
2433,CRC-EVANS,brand_of
2433,CRC-Evans International,brand_of
2433,Cribmaster,brand_of
2433,DeWalt,brand_of
2433,DEWALT,brand_of
2433,Expert,brand_of
2433,Facom,brand_of
2433,Fatmax,brand_of
2433,Fat Max,brand_of
2433,GMT,brand_of
2433,GQ Tools,brand_of
2433,Lista,brand_of
2433,Mac Tools,brand_of
2433,Porter Cable,brand_of
2433,Powers,brand_of
2433,Powers Fasteners,brand_of
2433,Proto,brand_of
2433,Sidchrome,brand_of
2433,Sonitrol,brand_of
2433,Stanley,short_name
2433,STANLEY,brand_of
2433,Stanley Vidmar,brand_of
2433,The Stanley Tool Works,also_known_as
2433,USAG,brand_of
2433,Vidmar,brand_of
2434,Stanley Electronics,also_known_as
2435,Star Micronics,also_known_as
2436,Starrett,short_name
2437,Statek,short_name
2438,Stego,short_name
2438,STEGO ELEKTROTECHNIK GMBH,also_known_as
2439,Steinel,short_name
2440,Steward,short_name
2441,Bel Fuse,division_of
2441,Stewart Connector,also_known_as
2441,Stewart Connectors,also_known_as
2442,STK,short_name
2443,Alcatel Microelectronics,formerly_known_as
2443,Conexant (Set Top Boxes Only),formerly_known_as
2443,Genesis Microchip,acquired_by
2443,Inmos,formerly_known_as
2443,INMOS Limited,acquired_by
2443,Mostek,acquired_by
2443,Nortel (Semiconductors Only),formerly_known_as
2443,SGS Thomson,formerly_known_as
2443,ST,acronym
2443,Stmicroelectronics,also_known_as
2443,ST Microelectronics,mis-spelling
2443,ST-NXP Wireless,also_known_as
2443,Thomson SA,acquired_by
2443,Waferscale Integration Inc,acquired_by
2444,Keymat Technology Ltd,formerly_known_as
2444,Storm Data Entry Technology,also_known_as
2444,Storm Interface,also_known_as
2445,Stratos Lightwave,also_known_as
2446,DUNCO,formerly_known_as
2446,Struthers-Dunn,also_known_as
2447,Micro Plastics Inc (Connector Division),acquired_by
2447,Sullins Electronics,also_known_as
2447,Sullins Electronics Corp,also_known_as
2448,Clare EMG,acquired_by
2448,Clare-Remtech,acquired_by
2448,Sumida,short_name
2449,Sumitomo,short_name
2449,SUMITOMO ELECTRIC Industries,division_of
2450,Sunbrite,short_name
2451,Sunon,short_name
2451,Sunonwealth Electric Machine Industry Company,also_known_as
2452,Danaher Specialty Products,division_of
2452,Superior Electric,also_known_as
2453,Supertex,short_name
2454,Surge Components,also_known_as
2455,Susumu,short_name
2456,Swanstrom Tool,also_known_as
2457,Conxall,acquired_by
2457,Switchcraft,short_name
2458,GTE Sylvania,formerly_known_as
2458,Sylvania,short_name
2459,Syngor,mis-spelling
2459,Synqor,short_name
2460,Tadiran,short_name
2461,Taitron Components,also_known_as
2462,Taiyo Yuden,short_name
2463,Microtran,division_of
2463,Tamura,short_name
2464,Tantalum Pellet,also_known_as
2464,TPC/Hilton,also_known_as
2466,Olympic Controls Corporation,brand_of
2466,T-Bar,short_name
2467,TDK,short_name
2468,TDK,division_of
2468,TDK Innoveta,also_known_as
2469,Tecate,short_name
2469,Tecate Industries,formerly_known_as
2469,Tecate Products,formerly_known_as
2470,Teccor By Littelfuse,also_known_as
2471,ACM,trademark_of
2471,ClearView,trademark_of
2471,CVASM,trademark_of
2471,DigiView,trademark_of
2471,EconoROM,trademark_of
2471,FlexROM,trademark_of
2471,QuickLoader,trademark_of
2471,TDE,trademark_of
2471,Tech Tools,previous_name_value
2471,UniROM,trademark_of
2472,OK International,brand_of
2472,Techcon Systems,also_known_as
2473,Illinois Tool Works,division_of
2473,ITW Techspray,also_known_as
2473,Renew,product_family
2473,Techspray,short_name
2474,Picosecond Pulse Labs,acquired_by
2474,Sypris Test & Measurement,acquired_by
2474,Tektronix,short_name
2474,Textronix,mis-spelling
2475,Tempo,short_name
2476,Test Products,also_known_as
2477,Adaptec high-end disk drive electronics business,acquired_by
2477,Alantro Communications,acquired_by
2477,Amati Communications Corporation,acquired_by
2477,ATL Research A/S,acquired_by
2477,Benchmarq Microelectronics Ltd,acquired_by
2477,Burr-Brown,short_name
2477,Burr-Brown Corp,acquired_by
2477,Butterfly VLSI,acquired_by
2477,Chipcon AS,acquired_by
2477,CICLON Semiconductor,acquired_by
2477,Commergy Technologies,acquired_by
2477,Condat AG,acquired_by
2477,Ditech echo cancellation software unit,acquired_by
2477,Dot Wireless,acquired_by
2477,Envoy Networks,acquired_by
2477,GO DSP Corporation,acquired_by
2477,Graychip,acquired_by
2477,Innovative Design Solutions,acquired_by
2477,Integrated Circuit Designs,acquired_by
2477,Integrated Sensors Solutions,acquired_by
2477,Intersect Technologies,acquired_by
2477,Libit Signal Processing,acquired_by
2477,Luminary Micro,acquired_by
2477,National Semiconductor,acquired_by
2477,Oasix & Arisix Corporations,acquired_by
2477,Phoenix VLSI Technologies design team,acquired_by
2477,POWERPRECISE Solutions,acquired_by
2477,Power Trends Inc,acquired_by
2477,Radia Communications,acquired_by
2477,Silicon Systems Incorporated,acquired_by
2477,Spectron Microsystems,acquired_by
2477,Tartan,acquired_by
2477,Telogy Networks,acquired_by
2477,Texas Inst,short_name
2477,Texas Instruments,also_known_as
2477,Tex Inst,abbreviation
2477,ti,abbreviation
2477,T.I.,abbreviation
2477,TI,acronym
2477,TIS,abbreviation
2477,Toccata,acquired_by
2477,TX INST,abbreviation
2477,TXN,abbreviation
2477,Unitrode Corp,acquired_by
2477,Unitrode Corporation,formerly_known_as
2478,Thermometrics,also_known_as
2479,TFT,also_known_as
2479,Thin Film,short_name
2480,Adaptaflex,brand_of
2480,Amerace,brand_of
2480,Augat,acquired_by
2480,Blackburn,brand_of
2480,Carlon,brand_of
2480,Catamount,brand_of
2480,Color-Keyed,brand_of
2480,Current Technology,brand_of
2480,Cyberex,brand_of
2480,Elastimold,brand_of
2480,Emergi-Lite,brand_of
2480,EZCODE,brand_of
2480,Fisher Pierce,brand_of
2480,Harnessflex,brand_of
2480,Hazlux,brand_of
2480,Hi-Tech,brand_of
2480,Holmberg,brand_of
2480,Homac,brand_of
2480,Jennings,brand_of
2480,Joslyn,brand_of
2480,Joslyn Hi-Voltage,brand_of
2480,JT Packard,brand_of
2480,Kindorf,brand_of
2480,Kopex-Ex,brand_of
2480,Light Alarm,brand_of
2480,Ocal,brand_of
2480,PMA,brand_of
2480,Pos-E-Kon,brand_of
2480,QuickTurn,brand_of
2480,Red Dot,brand_of
2480,Russellstoll,brand_of
2480,Sta-Kon,brand_of
2480,Steel City,brand_of
2480,Superstrut,brand_of
2480,T & B,brand_of
2480,Thomas Betts,also_known_as
2480,Ty-Duct,brand_of
2480,Ty-Rap,brand_of
2481,Tocos,short_name
2482,Toko,short_name
2483,Torex,short_name
2484,Toshiba,short_name
2484,Toshiba Corporation,division_of
2485,Espon Toyocom,also_known_as
2485,Seikosha Clocks,formerly_known_as
2485,Toyocom,short_name
2486,Triad Magnetics,also_known_as
2487,Thingmagic,division_of
2487,Trimble,short_name
2487,Trimble Lassen,also_known_as
2488,Triplett,short_name
2489,Tripp Lite,short_name
2489,Waber,brand_of
2490,Gazelle Microcircuits,formerly_known_as
2490,Gigabit Logic,formerly_known_as
2490,QUANTUM Tx,brand_of
2490,Sawtek Inc,formerly_known_as
2490,Sawtek Inc,acquired_by
2490,TriAccess Technologies,acquired_by
2490,Triquint Semiconductor,also_known_as
2490,Watkins-Johnson,acquired_by
2490,WJ Communications Inc,acquired_by
2491,Tri-Star,short_name
2492,Trompeter,short_name
2493,Optek,short_name
2493,TRW Optoelectronics,acquired_by
2493,TRW Optron,acquired_by
2493,TT electronics plc,division_of
2493,TT electronics Sensing and Control,also_known_as
2495,Turck,short_name
2496,CTS Corporation,division_of
2496,Tusonix,short_name
2497,Twin Industries,also_known_as
2498,ADC,brand_of
2498,ADC Krone,brand_of
2498,ADC Telecommunications,acquired_by
2498,Agastat,brand_of
2498,AMP,brand_of
2498,AMP NETCONNECT,brand_of
2498,Augat,brand_of
2498,Axicom,brand_of
2498,Bowthorpe EMP,brand_of
2498,CenturyMan,brand_of
2498,Chip Coolers,brand_of
2498,CII,brand_of
2498,Comacc,brand_of
2498,Corcom,brand_of
2498,Critchley Inc,acquired_by
2498,Crompton Instruments,brand_of
2498,Dorman Smith,brand_of
2498,Elcon,brand_of
2498,Elo TouchSystems,brand_of
2498,ENTRELEC,acquired_by
2498,Faston,brand_of
2498,Hartman,brand_of
2498,HTS,brand_of
2498,Kilovac,brand_of
2498,Lucent Technologies (Lucent Power Systems Division),acquired_by
2498,Lumawise,brand_of
2498,Macro Sensors,acquired_by
2498,Madison Cable,brand_of
2498,Meggitt Electronic Components Ltd,formerly_known_as
2498,Microdot Connectors,brand_of
2498,Midtex Relays,brand_of
2498,Mondragon,brand_of
2498,Nanonics,brand_of
2498,OEG,brand_of
2498,Potter & Brumfield,brand_of
2498,Precision Interconnect,brand_of
2498,Pretema,brand_of
2498,Products Unlimited,brand_of
2498,Raychem,brand_of
2498,Rochester Cable,brand_of
2498,Schrack,brand_of
2498,Simel,brand_of
2498,Stappard Howes,brand_of
2498,TE Connectivity,previous_name_value
2498,Transpower,brand_of
2498,Tyco Electronics,formerly_known_as
2498,Tyco Electronics (Shanghai) Co Ltd,division_of
2498,Versafit (Heatshrink Tubing),brand_of
2499,Axicom,short_name
2500,Polyfuse,brand_of
2500,Polyswitch,brand_of
2500,Raychem,short_name
2500,Remtek (Heat Shrink Tubing),acquired_by
2500,Sigmaform,trademark_of
2501,US Sensors,short_name
2502,Chemi-con,parent_of
2502,UCC,acronym
2502,United Chemi-Con,also_known_as
2503,US Relays,short_name
2504,US-Lasers,short_name
2505,USrobotics,short_name
2506,Utica,short_name
2507,Valor,short_name
2508,Varitronix,short_name
2509,Varta,short_name
2509,VARTA Energy Storage,also_known_as
2510,Vector,short_name
2511,Corning Frequency Control,acquired_by
2511,Knowles Corporation,division_of
2511,McCoy Electronics Co,acquired_by
2511,Oscillatek,division_of
2511,Tele Filter GmbH,formerly_known_as
2511,Telefilter SAW Products,formerly_known_as
2511,Vectron International,formerly_known_as
2511,Vectron International,also_known_as
2511,Vectron International Technology Express,also_known_as
2511,VITE,also_known_as
2511,VITE Technology Express,also_known_as
2512,Veeder-Root,short_name
2513,Venkel,short_name
2514,Vero Electronics,also_known_as
2515,Picor Corporation,acquired_by
2515,Vicor,short_name
2515,Westcor Corporation,division_of
2516,Vishay,short_name
2517,Vishay,also_known_as
2517,Vishay Angstrohm,also_known_as
2517,Vishay Intertechnologies,division_of
2518,Beyschlag Centralab Components,formerly_known_as
2518,Centralab,formerly_known_as
2518,Mepcopal Company,formerly_known_as
2518,Mepco Philips,acquired_by
2518,Phoenix Passive Components,merged_into
2518,Vishay,also_known_as
2518,Vishay Bccomponents,also_known_as
2518,Vishay Intertechnologies,division_of
2519,Vishay,also_known_as
2519,Vishay BLH,short_name
2519,Vishay Precision Group Inc,division_of
2520,Vishay,also_known_as
2520,Vishay Cera-Mite,also_known_as
2520,Vishay Intertechnologies,division_of
2521,Bradford Electronics (BEI),merged_into
2521,Dale (Vishay),also_known_as
2521,Jeffers/Vishay,also_known_as
2521,Nytron Inductors,also_known_as
2521,Techno-Components/Vishay,also_known_as
2521,Vishay,also_known_as
2521,Vishay Dale,short_name
2521,Vishay Intertechnologies,division_of
2521,West-Cap,also_known_as
2522,VFR Resistors,also_known_as
2522,Vishay,also_known_as
2522,Vishay Foil Resistors,also_known_as
2522,Vishay Precision Group Inc,brand_of
2522,VPG Foil Resistors,also_known_as
2523,Vishay,also_known_as
2523,Vishay Intertechnologies,division_of
2523,Vishay Roederstein,also_known_as
2524,General Instrument Corp,formerly_known_as
2524,General Semiconductor Inc,acquired_by
2524,SUPERECTIFIER,trademark_of
2524,TransZorb,trademark_of
2524,Vishay,also_known_as
2524,Vishay Intertechnologies,division_of
2524,Vishay Semiconductors,also_known_as
2524,Vishay Telefunken,formerly_known_as
2525,Vishay,also_known_as
2525,Vishay Intertechnologies,division_of
2525,Vishay Sfernice,also_known_as
2526,Vishay,also_known_as
2526,Vishay Intertechnologies,division_of
2526,Vishay Siliconix,also_known_as
2527,Spectrol Reliance Ltd,formerly_known_as
2527,Vishay,also_known_as
2527,Vishay Intertechnologies,division_of
2527,Vishay Spectrol,also_known_as
2528,North American Capacitor Co,acquired_by
2528,Sprague (Vishay),also_known_as
2528,TANTAPAK,trademark_of
2528,Vishay,also_known_as
2528,Vishay Intertechnologies,division_of
2528,Vishay Sprague,also_known_as
2528,Vitamin Q,product_family
2528,VitaminQ,product_family
2529,Vishay,also_known_as
2529,Vishay Intertechnologies,division_of
2529,Vishay Tansitor,also_known_as
2530,Vishay,also_known_as
2530,Vishay Intertechnologies,division_of
2530,Vishay Techno,also_known_as
2531,Vishay,also_known_as
2531,Vishay Intertechnologies,division_of
2531,Vishay Ohmtek,formerly_known_as
2531,Vishay Thin Film,also_known_as
2532,Vishay,also_known_as
2532,Vishay Intertechnologies,division_of
2532,Vishay Vitramon,also_known_as
2533,CML,brand_of
2533,"CML Innovative Technologies (Illumination, Indication Products)",acquired_by
2533,Leecraft,brand_of
2533,Littlelites,brand_of
2533,VCC,brand_of
2533,VCC,also_known_as
2533,Visual Communications,also_known_as
2534,Vitec Electronics,also_known_as
2535,Vitesse,short_name
2536,Volex,short_name
2536,Volex Power Cords,also_known_as
2537,Volgen America,also_known_as
2537,VOLGEN + FURUNO,also_known_as
2538,Voltronics,short_name
2539,VTI Technologies,also_known_as
2539,VTI Technologies,formerly_known_as
2540,Wago,short_name
2540,Wago Corporation,also_known_as
2540,WAGO Kontakttechnik GmbH,also_known_as
2541,Wahl,formerly_known_as
2541,Wahl Clipper,formerly_known_as
2542,Isotip,brand_of
2542,Wakefield,short_name
2542,Wakefield Solutions,also_known_as
2542,Wakefield Thermal Solutions,formerly_known_as
2543,Eden Technology Corporation,merged_into
2543,Sincera Technology Corporation,acquired_by
2543,Walsin,short_name
2544,Wavecom,short_name
2545,Wearnes Cambion,previous_name_value
2545,Wearnes Cambion,also_known_as
2546,Weco,short_name
2546,Weco Wester,brand_of
2547,Weidmuller,short_name
2548,Cooper Hand Tools / Weller,formerly_known_as
2548,Cooper Hand Tools / Weller,previous_name_value
2548,Weller,short_name
2548,Weller Filtration,brand_of
2548,Weller Professional,brand_of
2549,TT electronics plc,division_of
2549,Welwyn,short_name
2550,West Penn Wire,also_known_as
2551,Western Digital,also_known_as
2552,White-Rodgers,also_known_as
2553,Wickmann By Littelfuse,also_known_as
2554,Wieland,short_name
2554,Wieland Electric Inc,previous_name_value
2555,Wiha,short_name
2556,Wilco,short_name
2557,Wilhelm Westermann,formerly_known_as
2557,Wima,short_name
2557,Wima Wilhelm Westermann,also_known_as
2558,ISD Inc Isreal,acquired_by
2558,Winbond,short_name
2559,Bomar,brand_of
2559,Cadillac,brand_of
2559,CCC,brand_of
2559,Clements National,brand_of
2559,Continental (CCC),brand_of
2559,Kings,brand_of
2559,Litton Winchester,also_known_as
2559,Source Technology,brand_of
2559,SRC Haverhill,brand_of
2559,SRI Hermetcis,brand_of
2559,TRU,brand_of
2559,Winchester Connect,also_known_as
2559,Winchester Electronics,formerly_known_as
2560,Wintec,short_name
2561,Legrand,brand_of
2561,Wiremold / Legrand,previous_name_value
2562,Cooper Hand Tools / Wiss,previous_name_value
2562,Wiss,short_name
2563,World Magnetics,also_known_as
2564,World Products,also_known_as
2565,Heart Interface,acquired_by
2565,Statpower Technologies,acquired_by
2565,Trace Engineering,acquired_by
2565,Xantrex,short_name
2566,Cooper Hand Tools / Xcelite,previous_name_value
2566,Xcelite,short_name
2567,Xeltek,short_name
2568,Xicon,short_name
2569,Xilinx,previous_name_value
2569,Xilinx,short_name
2570,Xp Power,short_name
2571,Ferroxcube,acquired_by
2571,Phycomp,acquired_by
2571,Phycomp Holdings BV,formerly_known_as
2571,Vitrohm,acquired_by
2571,Yageo,short_name
2571,Yageo / Phycomp,acquired_by
2572,Yamaichi,short_name
2573,VECO (Thermistors),brand_of
2573,Victoreen Engineering Corp,acquired_by
2573,Victory Engineering Corporation,acquired_by
2573,Yellow Springs Instruments,also_known_as
2574,Yokogawa,short_name
2575,GS Yuasa Entergy Solutions,parent_of
2575,Yuasa Batteries,also_known_as
2576,Zarlink,short_name
2577,Zero Enclosures,also_known_as
2578,Zetex,short_name
2579,ZETTLER Components Inc,division_of
2579,Zettler Magnetics,also_known_as
2580,Zierick,short_name
2581,Zilog,short_name
2582,Zentrum Mikroelektronik Dresden GmbH,also_known_as
2582,ZMD,short_name
2582,ZMD AG,also_known_as
2584,Cit Relay Switch,also_known_as
887113,ACL,also_known_as
1453800,Knight Electronics Inc,division_of
1623860,Jergens Inc,division_of
1623862,APEC,also_known_as
1623863,Aeroflex / KDI,formerly_known_as
1623863,Aeroflex Microelectronics Solutions,division_of
1623869,Olympic Controls Corporation,division_of
1623871,Ansell Edmont Limited,also_known_as
1623900,Citizen Finetech,division_of
1623903,Cooper HK Porter,previous_name_value
1623903,HK Porter (Pliers),brand_of
1623903,HKP (Pliers),brand_of
1623909,Naturalight,brand_of
1623916,AEI Semiconductors Ltd,formerly_known_as
1623916,GEC Plessey Semiconductors,formerly_known_as
1623916,Marconi Electronic Devices,formerly_known_as
1623916,Mitel Semiconductors,formerly_known_as
1623919,Neill Tools,formerly_known_as
1623919,Spear & Jackson Group,parent_of
1623922,EL PAKCO ELECTRONICS,also_known_as
1623924,Endicott Interconnect Technologies,formerly_known_as
1623926,Dreefs,brand_of
1623926,Mec-Tronic,brand_of
1623926,Molveno,brand_of
1623926,Signal Lux,brand_of
1623928,FDK Coproration,division_of
1623933,WW Fischer,also_known_as
1623934,Flextronics,formerly_known_as
1623934,Flextronics,previous_name_value
1623934,Solectron,acquired_by
1623942,Allied-Signal,formerly_known_as
1623942,AlliedSIgnal,formerly_known_as
1623948,Illinois Tool Works,division_of
1623949,Illinois Tool Works,division_of
1623950,Illinois Tool Works,division_of
1623954,Inter Power,mis-spelling
1623954,Panel Components Corp,acquired_by
1623955,American Tool Companies,formerly_known_as
1623955,Gilbow (Snips and Shears),brand_of
1623955,Hanson,brand_of
1623955,Irwin Record,brand_of
1623955,Marathon,brand_of
1623955,Marples,brand_of
1623955,Quick-Grip,brand_of
1623955,Record,brand_of
1623955,Speedbor,brand_of
1623955,Strait-Line,brand_of
1623955,Unibit,brand_of
1623955,Vice-Grip,brand_of
1623974,ERGO,brand_of
1623977,Mpression,brand_of
1623986,Stereze,brand_of
1623997,TransDimension Inc,acquired_by
1623998,Maxrad,brand_of
1624001,Pelican,previous_name_value
1624001,Pelican Hardigg,also_known_as
1624011,Quality Thermistor Inc,previous_name_value
1624014,RFDuino,brand_of
1624015,C MAC Frequency Products,acquired_by
1624015,C-MAC Frequency Products,acquired_by
1624021,Amphenol,division_of
1624021,Solitron / Vector Microwave,formerly_known_as
1624032,Fiberxon,formerly_known_as
1624032,Luminent,formerly_known_as
1624033,Film Microelectronics Inc,acquired_by
1624033,Hycomp Inc,acquired_by
1624033,Micro Networks Corp,acquired_by
1624033,Remic Inc,acquired_by
1624033,SatCon Electronics,acquired_by
1624033,Spectrum Control,also_known_as
1624033,Spectrum Microwave,formerly_known_as
1624034,Stanley Proto,previous_name_value
1624049,Electro Technik Industries,division_of
1624049,Tepro of Florida Inc,also_known_as
1624049,Vamistor Corp,acquired_by
1624051,Trinamic,previous_name_value
1624051,Trinamic Motion Control,formerly_known_as
1624062,Vishay Intertechnologies,division_of
1624063,Vishay Intertechnologies,division_of
1624065,Herbert Waldmann GmbH & Co Kg,also_known_as
1624066,Tennessee Mat Company,formerly_known_as
1624067,Westcode Semiconductors,formerly_known_as
1624068,Wilbrecht Electronics Inc,formerly_known_as
1624068,Wilbrecht LEDCO Inc,also_known_as
1731037,Austria Micro Systems,also_known_as
1731037,Austria Mikro Systeme International AG,also_known_as
1731037,TAOS Inc,acquired_by
1731037,Texas Advanced Optoelectronic Solutions (TAOS),acquired_by
1734929,Crompton Eternacell,brand_of
1734929,Saft Battery,also_known_as
1773509,National Instruments Corporation,previous_name_value
1773509,National Instruments Corporation,formerly_known_as
1787680,Cadeka Microcircuits,previous_name_value
1787680,Exar Corporation,parent_of
1937064,ATS,also_known_as
1937065,NCC,also_known_as
1937073,Gordos,acquired_by
1937079,Atmel Grenoble,acquired_by
1937079,e2v Aerospace & Defense,also_known_as
1937079,e2v technologies,formerly_known_as
1937079,QP Semiconductor,acquired_by
1937079,Teledyne e2v,also_known_as
1937082,Elma Bustronic,also_known_as
1937083,ABSL,brand_of
1937083,Cyclon,brand_of
1937083,DataSafe,brand_of
1937083,EAS,brand_of
1937083,Express,brand_of
1937083,General Battery/HUP,brand_of
1937083,Genesis,brand_of
1937083,Hawker,brand_of
1937083,IRONCLAD,brand_of
1937083,NexSys,brand_of
1937083,ODYSSEY,brand_of
1937083,Optigrid,brand_of
1937083,PowerBloc,brand_of
1937083,PowerSafe,brand_of
1937083,Quallion,brand_of
1937087,GC Thorsen Inc,also_known_as
1937087,General Cement Manufacturing Company,formerly_known_as
1937089,Hoei America Inc,division_of
1937108,Information Storage Devices,formerly_known_as
1937108,ISD,formerly_known_as
1937109,OKI Densen,also_known_as
1937109,OKI Electric Cable,previous_name_value
1937113,Imperial Astronics,formerly_known_as
1937119,CopperGate Communications,acquired_by
1937127,SSI Technologies Inc,division_of
1937127,SSI Technologies Inc Controls Technologies Division,formerly_known_as
1937129,ST-NXP Wireless,formerly_known_as
1937136,Vishay Intertechnologies,division_of
1937139,Wurth Electronics,also_known_as
2140985,AcBel Electronics,also_known_as
2140985,Super Verter,brand_of
2140987,AIM Electronics,formerly_known_as
2140987,Emerson Network Power,division_of
2140988,Zapchecker,product_family
2140989,Altaria Inc,also_known_as
2140992,American Skynet,formerly_known_as
2141008,Cable Connection,previous_name_value
2141014,Comf,also_known_as
2141015,Common Wealth,previous_name_value
2141017,Comptop Connectivity Solutions Inc,also_known_as
2141025,Dell Marketing LP,also_known_as
2141025,Optiplex,product_family
2141028,Dinkle International Company,also_known_as
2141036,Newnes,brand_of
2141038,Zippy Power Supplies,also_known_as
2141038,Zippy Shin Jiuh Corporation,formerly_known_as
2141044,Eureka Microelectronics Inc,acquired_by
2141044,Hon Hai Precision Industry Co Ltd,formerly_known_as
2141046,Fujiku,also_known_as
2141046,Fujikura Ltd,division_of
2141050,General Instrument Optoelectronics,also_known_as
2141050,GI,acronym
2141058,Hi-Lo System Research Co Ltd,also_known_as
2141059,Kabushiki Kaisha Hitachi Seisakusho,also_known_as
2141064,IR,also_known_as
2141065,ITW,also_known_as
2141071,Illinois Tool Works,division_of
2141072,Centaur (Fans),brand_of
2141073,GoldX,brand_of
2141073,JDI Technologies,acquired_by
2141080,Sensata Technologies,brand_of
2141084,"LEDEX DORMEYER SAIA, A DI",also_known_as
2141085,Gelwin Technology Ltd,acquired_by
2141087,"Leoco (Suzhou) Precise Industrial Co., Ltd",also_known_as
2141089,Logitech,formerly_known_as
2141097,Laura G Kaplan,division_of
2141106,Mitsumi Electric Co Ltd,division_of
2141108,Moto Mods,product_family
2141116,PDC,acronym
2141116,Prosperity Dielectrics Co Ltd,also_known_as
2141116,PSA,also_known_as
2141117,Phihong Enterprise,also_known_as
2141124,P-Duke,brand_of
2141130,Pronic Switches,also_known_as
2141139,Sansha Electric Manufacturing Co Ltd,also_known_as
2141146,SCI,also_known_as
2141146,SCI Parts,also_known_as
2141146,Shin Chin International,also_known_as
2141150,Sola Solids,brand_of
2141153,SGD,also_known_as
2141154,FSP Group,parent_of
2141163,Nomex,brand_of
2141176,Indek Corporation,brand_of
2178094,Raytheon RF Components,division_of
2397843,ASJ Components Inc,also_known_as
2397845,EG Magnetic Technology Components AB,merged_into
2397845,Profec Technologies AB ,merged_into
2397845,Profec Technologies Ltd,merged_into
2397845,Profec Technologies Oy,merged_into
2397849,PAN JIT International Inc,also_known_as
2397850,Kerrigan-Lewis,acquired_by
2397851,Seastrom Washer,also_known_as
2397853,Shindengen,previous_name_value
2397865,Amphenol CIT,formerly_known_as
2397865,Amphenol CIT,previous_name_value
2397865,Carlisle Interconnect Components,formerly_known_as
2397865,Carlisle Interconnect Technologies,formerly_known_as
2397865,Connecting Devices Inc,acquired_by
2397865,Jerrick Connecting Devices,acquired_by
2397865,QMI,brand_of
2397865,Raydex,acquired_by
2397865,Santa Fe Textiles,acquired_by
2397865,Specialty Connector Company,acquired_by
2397865,Tensolite Corporation,division_of
2397865,Thermax,brand_of
2397865,UniTrek,brand_of
2397865,VEMCO,brand_of
